id,person_id,membership_status,member_type,join_date,membership_tier,invited_by,notes,created_at,updated_at
26,971,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
27,975,가입 완료,기존 멤버,,정회원,,"실무위원회라 임의 삽입한 것으로, 동의 없이 회원으로 간주하여 삽입한 인원",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
28,976,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
29,979,가입 완료,기존 멤버,,정회원,,"실무위원회라 임의 삽입한 것으로, 동의 없이 회원으로 간주하여 삽입한 인원",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
30,983,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
31,986,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
32,989,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
33,993,가입 완료,기존 멤버,,정회원,,"실무위원회라 임의 삽입한 것으로, 동의 없이 회원으로 간주하여 삽입한 인원",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
34,995,가입 완료,기존 멤버,,임원(이사),,26.1 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
35,998,가입 완료,기존 멤버,,정회원,,"실무위원회라 임의 삽입한 것으로, 동의 없이 회원으로 간주하여 삽입한 인원",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
36,1001,가입 완료,기존 멤버,,정회원,,23.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
37,1003,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
38,1006,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
39,1008,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
40,1013,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
41,1016,가입 완료,기존 멤버,,임원(부회장),,26.4 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
42,1017,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
43,1020,가입 완료,기존 멤버,,정회원,,"실무위원회라 임의 삽입한 것으로, 동의 없이 회원으로 간주하여 삽입한 인원",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
44,1023,가입 완료,기존 멤버,,임원(이사),,25.6 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
45,1026,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
46,1028,가입 완료,기존 멤버,,정회원,,가입 신청은 하였으나 연회비 납입X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
47,1029,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
48,1032,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
49,1037,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
50,992,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
51,1044,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
52,1046,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
53,1049,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
54,1052,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
55,1055,가입 완료,기존 멤버,,정회원,,"실무위원회라 임의 삽입한 것으로, 동의 없이 회원으로 간주하여 삽입한 인원",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
56,1059,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
57,1062,가입 완료,기존 멤버,,정회원,,25.10 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
58,953,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
59,1069,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
60,1074,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
61,1076,가입 완료,기존 멤버,,정회원,,25.9 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
62,1078,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
63,1081,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
64,1084,가입 완료,기존 멤버,,정회원,,"실무위원회라 임의 삽입한 것으로, 동의 없이 회원으로 간주하여 삽입한 인원",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
65,1090,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
66,1093,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
67,939,가입 완료,기존 멤버,,정회원,,23.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
68,1100,가입 완료,기존 멤버,,정회원,,25.5 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
69,1103,가입 완료,기존 멤버,,정회원,,"실무위원회라 임의 삽입한 것으로, 동의 없이 회원으로 간주하여 삽입한 인원",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
70,1193,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
71,1194,가입 완료,기존 멤버,,정회원,,26.2 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
72,1195,가입 완료,기존 멤버,,정회원,,26.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
73,1196,가입 완료,기존 멤버,,정회원,,"실무위원회라 임의 삽입한 것으로, 동의 없이 회원으로 간주하여 삽입한 인원",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
74,1197,가입 완료,기존 멤버,,정회원,,26.4 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
75,1198,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
76,1199,가입 완료,기존 멤버,,정회원,,가입 신청은 하였으나 연회비 납입X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
77,1200,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
78,1201,가입 완료,기존 멤버,,임원(이사),,26.5 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
79,1202,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
80,1203,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
81,1204,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
82,1205,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
83,1206,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
84,1207,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
85,1208,가입 완료,기존 멤버,,정회원,,24.12 이후 연회비 납입X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
86,1209,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
87,1210,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
88,1211,가입 완료,기존 멤버,,정회원,,26.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
89,1212,가입 완료,기존 멤버,,정회원,,26.4 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
90,1213,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
91,1214,가입 완료,기존 멤버,,정회원,,가입 신청은 하였으나 연회비 납입X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
92,1215,가입 완료,기존 멤버,,정회원,,26.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
93,1216,가입 완료,기존 멤버,,정회원,,26.2 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
94,1217,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
95,1218,가입 완료,기존 멤버,,정회원,,가입 신청은 하였으나 연회비 납입X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
96,1219,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
97,1220,가입 완료,기존 멤버,,정회원,,26.4 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
98,1221,가입 완료,신규 가입(서울대 과정 출신),,임원(이사),,25.7 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
99,1222,가입 완료,기존 멤버,,정회원,,26.4 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
100,1223,가입 완료,기존 멤버,,사무국/연구원,,주 2회 근무,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
101,1224,가입 완료,기존 멤버,,정회원,,25.12 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
102,1225,가입 완료,신규 가입(서울대 과정 출신),,임원(이사),,25.7 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
103,1226,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
104,1227,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
105,1228,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
106,1229,가입 완료,기존 멤버,,정회원,,25.11 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
107,1230,가입 완료,기존 멤버,,정회원,,26.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
108,1231,가입 완료,기존 멤버,,정회원,,"실무위원회라 임의 삽입한 것으로, 동의 없이 회원으로 간주하여 삽입한 인원",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
109,1232,가입 완료,기존 멤버,,임원(이사),,25.9 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
110,1233,가입 완료,기존 멤버,,정회원,,25.9 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
111,1234,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
112,1235,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
113,1236,가입 완료,기존 멤버,,정회원,,25.2 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
114,1237,가입 완료,기존 멤버,,정회원,,25.11 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
115,1238,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
116,1239,가입 완료,기존 멤버,,정회원,,가입 신청은 하였으나 연회비 납입X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
117,1240,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
118,1241,가입 완료,기존 멤버,,정회원,,26.2 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
119,1242,가입 완료,기존 멤버,,정회원,,26.4 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
120,1243,가입 완료,기존 멤버,,정회원,,25.8 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
121,1244,가입 완료,기존 멤버,,정회원,,25.6 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
122,1245,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
123,1246,가입 완료,기존 멤버,,임원(수석부회장),,26.2 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
124,1247,가입 완료,기존 멤버,,정회원,,25.7 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
125,1248,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
126,1249,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
127,1250,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
128,1251,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
129,1252,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
130,1253,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
131,1254,가입 완료,기존 멤버,,정회원,,25.8 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
132,1255,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
133,1256,가입 완료,기존 멤버,,정회원,,25.9 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
134,1257,가입 완료,기존 멤버,,정회원,,24.6 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
135,1258,가입 완료,기존 멤버,,임원(수석부회장),,25.5 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
136,1259,가입 완료,기존 멤버,,정회원,,26.4 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
137,1260,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
138,1261,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
139,1262,가입 완료,기존 멤버,,임원(부회장),,25.6 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
140,1263,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
141,1264,가입 완료,기존 멤버,,정회원,,25.1 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
142,1265,가입 완료,기존 멤버,,정회원,,25.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
143,1266,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
144,1267,가입 완료,기존 멤버,,정회원,,24.12 이후 연회비 납입X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
145,1268,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
146,1269,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
147,1270,가입 완료,기존 멤버,,정회원,,25.6 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
148,1271,가입 완료,기존 멤버,,정회원,,25.2 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
149,1272,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
150,1273,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
151,1274,가입 완료,기존 멤버,,임원(부회장),,"26.3 납입
효사랑가족요양병원 → 주식회사 팥알 로 업체명 변경하여 회원명단 관리 요청받음",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
152,1275,가입 완료,기존 멤버,,정회원,,26.2 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
153,1276,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
154,1277,가입 완료,기존 멤버,,임원(부회장),,"26.3 납입
효사랑가족요양병원 → 주식회사 팥알 로 업체명 변경하여 회원명단 관리 요청받음",2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
155,1278,가입 완료,기존 멤버,,정회원,,25.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
156,1279,가입 완료,기존 멤버,,정회원,,25.6 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
157,1280,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
158,1281,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
159,1282,가입 완료,기존 멤버,,정회원,,25.2 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
160,1283,가입 완료,신규 가입(서울대 과정 출신),,임원(이사),,25.7 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
161,1284,가입 완료,기존 멤버,,임원(부회장),,26.6 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
162,1285,가입 완료,기존 멤버,,임원(이사),,26.4 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
163,1286,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
164,1287,가입 완료,기존 멤버,,임원(이사),,25.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
165,1288,가입 완료,기존 멤버,,정회원,,26.2 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
166,1289,가입 완료,기존 멤버,,정회원,,25.5 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
167,1290,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
168,1291,가입 완료,기존 멤버,,임원(이사),,25.7 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
169,1292,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
170,1293,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
171,1294,가입 완료,기존 멤버,,정회원(개인),,24.7 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
172,1295,가입 완료,신규 가입(서울대 과정 출신),,임원(이사),,25.7 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
173,1296,가입 완료,기존 멤버,,정회원,,24.9 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
174,1297,가입 완료,기존 멤버,,정회원,,25.6 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
175,1298,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
176,1299,가입 완료,기존 멤버,,정회원,,25.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
177,1300,가입 완료,기존 멤버,,임원(부회장),,25.6 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
178,1301,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
179,1302,가입 완료,기존 멤버,,정회원,,25.5 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
180,1303,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
181,1304,가입 완료,기존 멤버,,정회원,,25.3 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
182,1305,가입 완료,기존 멤버,,임원(부회장),,25.11 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
183,1306,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
184,1307,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
185,1308,가입 완료,기존 멤버,,정회원,,25.5 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
186,1309,가입 완료,기존 멤버,,정회원,,24.9 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
187,1310,가입 완료,기존 멤버,,정회원,,25.10 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
188,1311,가입 완료,기존 멤버,,정회원,,24.9 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
189,1312,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
190,1313,가입 완료,기존 멤버,,정회원,,25.5 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
191,1314,가입 완료,기존 멤버,,정회원,,26.1 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
192,1315,가입 완료,기존 멤버,,임원(이사),,26.5 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
193,1316,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
194,1317,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
195,1318,가입 완료,기존 멤버,,임원(이사),,연회비 납입 이력X,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
196,1319,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
197,1320,가입 완료,기존 멤버,,정회원,,25.7 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
198,1321,가입 완료,기존 멤버,,정회원,,24.10 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
199,1322,가입 완료,기존 멤버,,정회원,,24.10 납입,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
200,1323,미가입,,,X,,,2026-08-08 01:54:29.560852+00:00,2026-08-08 01:54:29.560852+00:00
201,1324,가입 완료,기존 멤버,,정회원,,24.9 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
202,1325,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
203,1326,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
