id,name,org_type,industry,website,address,notes,created_at,updated_at
562,남양유업,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
563,네이처앤컬처,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
564,넥스트페이먼츠,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
565,넷(NET),,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
566,노벨뉴트리션,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
567,농경제사회학부,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
568,농림자원학부,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
569,농림축산식푸부 기획조정실장,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
570,농심,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
571,농심태경,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
572,농업정책보험금융원,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
573,농촌진흥청,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
574,농촌진흥청 국립농업과학원,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
575,농촌진흥청 국립식량과학원,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
576,누리바다,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
577,누비랩,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
578,뉴로메카,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
579,뉴시스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
580,다인소재,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
581,다조은프레시농업회사법인,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
582,닥터밸앤컴퍼니,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
583,단국대학교,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
584,담아,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
585,당크디자인하우스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
586,대경푸드빌,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
587,대동,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
588,대상,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
589,대상 주식회사,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
590,대상웰라이프,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
591,대상웰라이프 대표,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
592,대신농산,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
593,대학내일,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
594,대한푸드,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
595,더다감,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
596,더드립,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
597,더레드우즈,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
598,더맘마,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
599,더문랩,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
600,더바이오메드,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
601,더브레드블루,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
602,더블앤코퍼레이션,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
603,더컨셔스바이트,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
604,더트리니티갤러리,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
605,더플랜잇,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
606,더필,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
607,덕성여자대학교,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
608,데이웰즈,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
609,동국대학교,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
610,동물생명공학,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
611,동아일보,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
612,동원 F&B,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
613,동화가든원조짬순,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
614,동화약품,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
615,두닷두,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
616,두리컴퍼니,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
617,드림스톤 파트너스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
618,디스트릭트,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
619,디자인 스튜디오,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
620,디자인스퀘어,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
621,디지털플랫폼정보위원회 국장,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
622,딜라이트푸드,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
623,랑컴퍼니,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
624,래빗(lab-EAT),,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
625,래티브,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
626,로맨시브,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
627,로보아르테,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
628,로브콜,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
629,로우파트너스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
630,록야 대표,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
631,론자 CHI,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
632,롯데중앙연구소,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
633,루덴스파트너스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
634,리뉴얼라이프,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
635,리만코리아,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
636,리하베스트,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
637,링스업,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
638,마그나인베스트먼트,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
639,마이리얼트립,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
640,마이크로디지탈,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
641,마인드에이아이,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
642,마취통증의학교실,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
643,만다린로보틱스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
644,매일경제신문,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
645,매일유업,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
646,머니투데이,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
647,메드팩토,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
648,메디퓨처스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
649,메디프레소,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
650,메타인베스트먼트,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
651,메타텍스쳐,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
652,메테오바이오텍,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
653,명성에프엠씨,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
654,명지대학교,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
655,목화,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
656,미정,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
657,바로고,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
658,바로군,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
659,바이오시스템공학,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
660,바이오시스템공학부,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
661,밥스누,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
662,밸런스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
663,법무법인 인,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
664,법무법인 지평,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
665,법무법인 화우,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
666,법무법인(유) 세종,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
667,법무법인(유)원,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
668,법무법인원,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
669,베름,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
670,베이크플러스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
671,벡스코리아,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
672,벽제,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
673,벽제푸드,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
674,보건대학원,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
675,부경대학교,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
676,부경대학교/뉴트라잇,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
677,부즈앤버즈,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
678,분자의학 및 바이오제약학과,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
679,브로코스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
680,블룸어스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
681,비빔고,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
682,비알코리아,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
683,비욘드허니컴,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
684,비케이유인베스트먼트,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
685,비타푸드,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
686,비피도,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
687,빅썸바이오,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
688,사랑과선행,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
689,사무국,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
690,사조대림,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
691,산업공학과,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
692,삼성바이오로직스,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
693,삼성전자,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
694,삼양,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
695,삼양사,,,,,,2026-08-08 01:53:58.576308+00:00,2026-08-08 01:53:58.576308+00:00
696,삼양식품,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
697,삼정향료,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
698,삼진푸드,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
699,상명대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
700,상창,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
701,샘표,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
702,샘표식품,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
703,서울경제신문,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
704,서울과학기술대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
705,서울대,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
706,서울대 농림생물자원학부,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
707,서울대 농생대 지역정보학,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
708,서울대 법학전문대학원,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
709,서울대 산업공학과,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
710,서울대 생명과학부,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
711,서울대 푸드테크학과,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
712,서울대/비피도,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
713,서울대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
714,서울대학교 경영전문대학원,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
715,서울대학교 공과대학 기계공학부,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
716,서울대학교 국제농업기술대학원 경제동물과학전공,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
717,서울대학교 농업생명과학대학,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
718,서울대학교 디자인학부/액션서울,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
719,서울대학교 산업인력개발학전공/콜마비앤에이치,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
720,서울대학교 정밀식품솔루션 연구실,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
721,서울대학교 첨단융합학부/ 농생대 산업인력개발,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
722,서울대학교 푸드테크학과/CJ제일제당,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
723,서울대학교 화학부/그래핀스퀘어/바이오그래핀,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
724,서울대학교(원프레딕트),,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
725,서울대학교병원,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
726,서울여자대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
727,서울예술대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
728,서울행정법원 부장판사,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
729,서울향료,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
730,선해수산,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
731,성신여자대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
732,세니젠,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
733,세모녀,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
734,세종대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
735,셀바스에이아이,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
736,셀트리온,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
737,소비자학과,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
738,소셜빈,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
739,소속,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
740,수의학과,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
741,숲푸드,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
742,슈퍼커넥트,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
743,스윗드오,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
744,스테이정글,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
745,스톤브릿지벤처스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
746,스파이더크래프트,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
747,스페이스에프,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
